,X2020.05.Read1,X2020.06.Read1,X2020.06.Read2,X2020.06.Read3,X2020.06.Read4,X2020.06.Read5,X2020.06.Read6,X2020.06.Read7,X2020.06.Read8,X2020.06.Read9,X2020.06.Read10,X2020.06.Read11,X2020.06.Read12,X2020.07.Read1,X2020.07.Read2,X2020.07.Read3,X2020.07.Read4,X2020.07.Read5,X2020.07.Read6,X2020.07.Read7,X2020.07.Read8,X2020.07.Read9,X2020.07.Read10,X2020.07.Read11,X2020.08.Read1,X2020.08.Read2,X2020.08.Read3,X2020.08.Read4,X2020.08.Read5,X2020.08.Read6,X2020.08.Read7,X2020.08.Read8,X2020.08.Read9,X2020.08.Read10,X2020.08.Read11,X2020.08.Read12,X2020.08.Read13,X2020.08.Read14,X2020.09.Read1,X2020.09.Read2,X2020.09.Read3,X2020.09.Read4,X2020.09.Read5,X2020.09.Read6,X2020.09.Read7,X2020.09.Read8,X2020.09.Read9,X2020.09.Read10,X2020.09.Read11,X2020.09.Read12,X2020.09.Read13,X2020.09.Read14,X2020.09.Read15,X2020.09.Read16,X2020.09.Read17,X2020.09.Read18,X2020.10.Read1,X2020.10.Read2,X2020.10.Read3,X2020.10.Read4,X2020.10.Read5,X2020.10.Read6,X2020.10.Read7,X2020.10.Read8,X2020.10.Read9,X2020.10.Read10,X2020.10.Read11,X2020.10.Read12,X2020.10.Read13,X2020.10.Read14,X2020.10.Read15,X2020.10.Read16,X2020.11.Read1,X2020.11.Read2,X2020.11.Read3,X2020.11.Read4,X2020.11.Read5,X2020.11.Read6,X2020.11.Read7,X2020.11.Read8,X2020.11.Read9,X2020.11.Read10,X2020.11.Read11,X2020.11.Read12,X2020.11.Read13,X2020.11.Read14,X2020.11.Read15,X2020.11.Read16,X2020.12.Read1,X2020.12.Read2,X2020.12.Read3,X2020.12.Read4,X2020.12.Read5,X2020.12.Read6,X2020.12.Read7,X2020.12.Read8,X2020.12.Read9,X2020.12.Read10,X2020.12.Read11,X2020.12.Read12,X2020.12.Read13,X2020.12.Read14,X2021.01.Read1,X2021.01.Read2,X2021.01.Read3,X2021.01.Read4,X2021.01.Read5,X2021.01.Read6,X2021.01.Read7,X2021.01.Read8,X2021.01.Read9,X2021.01.Read10,X2021.01.Read11,X2021.01.Read12,X2021.01.Read13,X2021.01.Read14,X2021.02.Read1,X2021.02.Read2,X2021.02.Read3,X2021.02.Read4,X2021.02.Read5,X2021.02.Read6,X2021.02.Read7,X2021.02.Read8,X2021.02.Read9,X2021.02.Read10,X2021.02.Read11,X2021.02.Read12,X2021.02.Read13,X2021.03.Read1,X2021.03.Read2,X2021.03.Read3,X2021.03.Read4,X2021.03.Read5,X2021.03.Read6,X2021.03.Read7,X2021.03.Read8,X2021.03.Read9,X2021.03.Read10,X2021.03.Read11,X2021.03.Read12,X2021.03.Read13,X2021.03.Read14,X2021.03.Read15,X2021.03.Read16,X2021.03.Read17,X2021.04.Read1,X2021.04.Read2,X2021.04.Read3,X2021.04.Read4,X2021.04.Read5,X2021.04.Read6,X2021.04.Read7,X2021.04.Read8,X2021.04.Read9,X2021.04.Read10,X2021.04.Read11,X2021.04.Read12,X2021.04.Read13,X2021.05.Read1,X2021.05.Read2,X2021.05.Read3,X2021.05.Read4,X2021.05.Read5,X2021.05.Read6,X2021.05.Read7,X2021.05.Read8,X2021.05.Read9,X2021.05.Read10,X2021.05.Read11,X2021.05.Read12,X2021.05.Read13,X2021.05.Read14,X2021.06.Read1,X2021.06.Read2,X2021.06.Read3,X2021.06.Read4,X2021.06.Read5,X2021.06.Read6,X2021.06.Read7,X2021.06.Read8,X2021.06.Read9,X2021.06.Read10,X2021.06.Read11,X2021.06.Read12,X2021.06.Read13,X2021.06.Read14,X2021.06.Read15,X2021.06.Read16,X2021.07.Read1,X2021.07.Read2,X2021.07.Read3,X2021.07.Read4,X2021.07.Read5,X2021.07.Read6,X2021.07.Read7,X2021.07.Read8,X2021.07.Read9,X2021.07.Read10,X2021.07.Read11,X2021.07.Read12,X2021.07.Read13,X2021.07.Read14,X2021.07.Read15,X2021.07.Read16,X2021.08.Read1,X2021.08.Read2,X2021.08.Read3,X2021.08.Read4,X2021.08.Read5,X2021.08.Read6,X2021.08.Read7,X2021.08.Read8,X2021.08.Read9,X2021.08.Read10,X2021.08.Read11,X2021.08.Read12,X2021.08.Read13,X2021.08.Read14,X2021.08.Read15,X2021.08.Read16,X2021.09.Read1,X2021.09.Read2,X2021.09.Read3,X2021.09.Read4,X2021.09.Read5,X2021.09.Read6,X2021.09.Read7,X2021.09.Read8,X2021.09.Read9,X2021.09.Read10,X2021.09.Read11,X2021.09.Read12,X2021.09.Read13,X2021.09.Read14,X2021.09.Read15,X2021.09.Read16,X2021.10.Read1,X2021.10.Read2,X2021.10.Read3,X2021.10.Read4,X2021.10.Read5,X2021.10.Read6,X2021.10.Read7,X2021.10.Read8,X2021.10.Read9,X2021.10.Read10,X2021.10.Read11,X2021.10.Read12,X2021.10.Read13,X2021.10.Read14,X2021.10.Read15,X2021.10.Read16,X2021.11.Read1,X2021.11.Read2,X2021.11.Read3,X2021.11.Read4,X2021.11.Read5,X2021.11.Read6,X2021.11.Read7,X2021.11.Read8,X2021.11.Read9,X2021.11.Read10,X2021.11.Read11,X2021.11.Read12,X2021.11.Read13,X2021.11.Read14,X2021.11.Read15,X2021.11.Read16,X2021.11.Read17,X2021.11.Read18,X2021.12.Read1,X2021.12.Read2,X2021.12.Read3,X2021.12.Read4,X2021.12.Read5,X2021.12.Read6,X2021.12.Read7,X2021.12.Read8,X2021.12.Read9,X2021.12.Read10,X2021.12.Read11,X2021.12.Read12,X2022.01.Read1,X2022.01.Read2,X2022.01.Read3,X2022.01.Read4,X2022.01.Read5,X2022.01.Read6,X2022.01.Read7,X2022.01.Read8
Shieldhall - Barrhead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2932,32249,NA,3323,3472,11756,NA,NA,NA,NA,NA,NA,NA,19089,14965,7017,5012,NA,4310,57289,8693,NA,NA,NA,NA,NA,NA,35776,9311.22606353316,50051,9606.94114777141,3342.93402954831,2126.93392986434,33558,239147,127431,NA,NA,NA,NA,NA,NA,NA,336462,NA,45383,219429,239743,NA,65296,NA,NA,NA,NA,NA,NA,NA,NA,NA,47496,47382,120168,918084,21631,221366,216010,625951,306759,NA,NA,NA,NA,NA,NA,NA,713180,227920,564946,85436,151368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209947,NA,982444,59723,266463,148069,517442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246063,510928,199566,NA,NA,NA,NA,NA,NA,NA,NA,NA,251915,43007,228074,25728,NA,NA,NA,NA
Shieldhall - Gorbals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13972,3888,3624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331,3252,4326,22775,42156,2631,NA,NA,NA,NA,NA,NA,NA,2961,11497,18172,107403,132095,259723,248050,54857,NA,NA,NA,NA,NA,NA,NA,18303,27507,178552,6039.14123763038,25917,35632,120433,73467,NA,NA,NA,NA,NA,NA,NA,297804,45423,243037,81175,66791,35594,28371,NA,NA,NA,NA,NA,NA,NA,NA,NA,74295,17552,NA,31256,15560,162537,210424,393491,59565,NA,NA,NA,NA,NA,NA,NA,74444,117740,144149,102466,88457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19733,15711,15356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165597,24356,30509,83803,NA,560835,NA,32358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17048,72525,103461,NA,NA,NA,NA,NA,NA,NA,NA,NA,59628,32202,157999,135093,NA,NA,NA,NA
Shieldhall - Govanhill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15997,66320,85778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11842,56057,154133,44855,20438,44917,NA,NA,NA,NA,NA,NA,NA,216949,196587,1686733,473389,483254,2454607,161454,193555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shieldhall - IMAX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2712.80132519803,0,NA,NA,63.1573356077245,35.3820422422482,100523,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shieldhall - Pollockshields West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337079,127387,246756,167030,362010,NA,38181,14090,186421,258431,NA,NA,NA,NA,NA,NA,62360,48196,14262,10730,60707,8995.1948388775,35296,NA,NA,NA,NA,NA,NA,NA,NA,NA,6320.86159265207,8487.61202905826,42009,33192,1359833,343144,47213,NA,NA,NA,NA,NA,NA,NA,NA,NA,2174801,165526,244475,83750,38599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39411,NA,0,8103.20161428185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1371.70681717803,350528,39150,238955,45939,189695,117274,93193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18194,27735,32300,NA,NA,NA,NA,NA,NA,NA,NA,NA,24609,24352,NA,NA,NA,NA,NA,NA
Shieldhall - Science Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,10289,0,1694.44505339633,4640.93359061283,NA,0,0,NA,NA,0,0,188434,0,0,0,21,0,11104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shotts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62115,71297,7086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70955,94781,62161,46156,NA,NA,NA,NA,NA,NA,NA,NA,NA,17567,51129,28489,48062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5493,9949,22946,12753,NA,NA,NA,NA,NA,NA,NA,NA,NA,25921,51933,6929,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30217,12032,17693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98613,296213,305886,283855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191062,160885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34417,NA,137049,NA,182448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77617,291463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83818,NA,NA,NA,NA,NA,NA
Skellyton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152127,396220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174325,NA,44522,5816,NA,NA,NA,NA,NA,NA,NA,NA,NA,195654,6772,7773.30902862852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2221,6071,57653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2776,4033,29114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24463,34342,39901,163450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220162,1006023,372332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518244,906709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227120,149447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138771,335446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114596,198797,110356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138156,509829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120166,NA,NA,NA,NA,NA,NA,NA
Springfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227,NA,5243,466,461,0,2775,736,NA,NA,NA,NA,NA,765,2292,2467.5090101565,3993.72182974626,27415,15277,7835,8697,5588,NA,NA,NA,NA,NA,NA,NA,NA,42516,7811,21248,1810,339,409,NA,NA,NA,NA,NA,NA,NA,6332,0,434,0,0,571,0,0,854,NA,NA,NA,NA,NA,1017.70548650454,4480.95320178155,16029,6656.37345729217,23685,10146.3329499595,5299.62884187751,NA,NA,NA,NA,NA,NA,NA,NA,NA,72229,80427,68345,503563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70517,436800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585907,1223607,228867,NA,19321,85683,257057,70883,NA,NA,NA,NA,NA,NA,NA,NA,48847,32888,35922,331704,46893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38192,71603,66466,48792,63416,70280,81900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76783,NA,1315803,130552,NA,NA,NA,NA,NA,NA,NA,NA,92779,145947,58834,NA,NA,NA,NA,NA
St Andrews,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4571,0,0,0,NA,0,0,53826,NA,NA,NA,NA,NA,4039,2964,958.728128682475,2534.60598286843,26613,13801,15847,25565,48007,NA,NA,NA,NA,NA,NA,NA,NA,35392,25737,38308,3576,1356,8590,NA,NA,NA,NA,NA,NA,NA,1543,1210,1765,4711,4019,29361,2817,4746,31017,NA,NA,NA,NA,NA,14080,25519,14017,6452.21770418879,29854,89437,36815,NA,NA,NA,NA,NA,NA,NA,NA,NA,116010,NA,195922,106961,83431,160298,3143.03132186841,NA,NA,NA,NA,NA,NA,NA,NA,NA,56843,148749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143927,813571,109666,128616,126906,196542,162989,232110,NA,NA,NA,NA,NA,NA,NA,NA,216960,72247,139994,189926,104736,521048,308492,NA,NA,NA,NA,NA,NA,NA,NA,NA,67124,76768,42196,173768,313206,618265,595227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22754,60112,138082,68812,79869,NA,NA,NA,NA,NA,NA,NA,77373,NA,NA,NA,NA,NA,NA,NA
St Andrews - University (2979),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21053,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1199.55252214189,209640,42642,39161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20887,40560,2286.66666666667,0,0,17729,949.431284634097,NA,18475,NA,NA,NA,NA,NA,NA,NA,819324,7258.83337439057,3844.42296407908,6097.14053088576,1391.60938472763,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14490,14644,9392.71757343604,NA,0,3440.6633835,8063.94719043246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96.8257679546727,25882,19781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St Andrews - University (4964),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2845.27632528505,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2969.03971041651,0,15670,23478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14784,31132,3266.66666666667,2742.36960601602,277211,76437,7461.9413862679,6885.53245362611,100288,NA,NA,NA,NA,NA,NA,NA,99829,11513,26583,10406,22204,23755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35850,9577,2061.1738103391,24114,130374,NA,108717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9183.45806534223,133333,11507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
