,Health_Board,Site,Date_collected,Date_analysed,SW_sample_number,N1_description,N1_Reported_value-gc_per_L,N1_Repl_1-gc_per_L,N1_Repl_2-gc_per_L,N1_Repl_3-gc_per_L,Calculated_mean,Standard_Deviation,Flow-L_per_day,Ammonia-mg_per_L,pH_value,Modelled_flow-L_per_day,Million_gene_copies_per_person_per_day,Analysis_lab
10079,(Empty),Shieldhall - Science Centre,2021-11-05,2021-11-09,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,109.60,NA,NA,NA,SEPA - Low Volume
10080,(Empty),Shieldhall - Science Centre,2021-11-08,2021-11-10,NA,Negative,       0,NA,NA,NA,NA,NA,NA,137.60,NA,NA,NA,SEPA - Low Volume
10081,(Empty),Shieldhall - Science Centre,2021-11-09,2021-11-10,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 47.66,NA,NA,NA,SEPA - Low Volume
10082,(Empty),Shieldhall - Science Centre,2021-11-10,2021-11-11,NA,Positive,  188434,  158144.47,  218724.44,NA,  188434.46,  42836.50,NA, 63.37,NA,NA,NA,SEPA - Low Volume
10083,(Empty),Shieldhall - Science Centre,2021-11-11,2021-11-12,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 50.30,NA,NA,NA,SEPA - Low Volume
10084,(Empty),Shieldhall - Science Centre,2021-11-12,2021-11-15,NA,Negative,       0,NA,NA,NA,NA,NA,NA,111.60,NA,NA,NA,SEPA - Low Volume
10085,(Empty),Shieldhall - Science Centre,2021-11-15,2021-11-16,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 97.30,NA,NA,NA,SEPA - Low Volume
10086,(Empty),Shieldhall - Science Centre,2021-11-16,2021-11-17,NA,Weak Positive,      21,      42.00,       0.00,NA,      21.00,     29.70,NA,105.70,NA,NA,NA,SEPA - Low Volume
10087,(Empty),Shieldhall - Science Centre,2021-11-18,2021-11-19,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 24.92,NA,NA,NA,SEPA - Low Volume
10088,(Empty),Shieldhall - Science Centre,2021-11-19,2021-11-22,NA,Positive,   11104,NA,   11104.02,NA,   11104.02,NA,NA, 41.20,NA,NA,NA,SEPA - Low Volume
10089,(Empty),Shieldhall - Science Centre,2021-11-22,2021-11-23,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 34.57,NA,NA,NA,SEPA - Low Volume
10090,(Empty),St Andrews - University (2979),2021-07-26,2021-07-27,NA,Positive,   21053,   24536.95,   17570.27,NA,   21053.61,   4926.19,NA, 16.41,NA,  3072925,   16.17,SEPA - Low Volume
10091,(Empty),St Andrews - University (2979),2021-07-27,2021-07-28,NA,Negative,       0,       0.00,       0.00,NA,       0.00,      0.00,NA, 11.69,NA,  3735547,    0.00,SEPA - Low Volume
10092,(Empty),St Andrews - University (2979),2021-07-28,2021-07-29,NA,Negative,       0,NA,NA,NA,NA,NA,NA,  5.72,NA,  5637322,    0.00,SEPA - Low Volume
10093,(Empty),St Andrews - University (2979),2021-07-30,2021-08-02,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 10.93,NA,  3882956,    0.00,SEPA - Low Volume
10094,(Empty),St Andrews - University (2979),2021-08-02,2021-08-03,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 27.64,NA,  2276087,    0.00,SEPA - Low Volume
10095,(Empty),St Andrews - University (2979),2021-08-12,2021-08-13,NA,Weak Positive,    1200,       0.00,    2399.11,NA,    1199.55,   1696.42,NA, 11.67,NA,  3739232,    1.12,SEPA - Low Volume
10096,(Empty),St Andrews - University (2979),2021-08-19,2021-08-20,NA,Positive,  209640,  199843.14,  219436.97,NA,  209640.06,  13854.93,NA,  4.39,NA,  6565122,  344.08,SEPA - Low Volume
10097,(Empty),St Andrews - University (2979),2021-08-24,2021-08-25,NA,Positive,   42642,   42629.81,   42655.08,NA,   42642.45,     17.87,NA, 16.62,NA,  3050511,   32.52,SEPA - Low Volume
10098,(Empty),St Andrews - University (2979),2021-08-26,2021-08-30,NA,Positive,   39161,   32930.36,   45393.62,NA,   39161.99,   8812.86,NA, 25.98,NA,  2358715,   23.09,SEPA - Low Volume
10099,(Empty),St Andrews - University (2979),2021-08-30,2021-08-31,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 19.67,NA,  2768498,    0.00,SEPA - Low Volume
10100,(Empty),St Andrews - University (2979),2021-09-01,2021-09-02,NA,Positive,   20887,   23123.76,   18650.48,NA,   20887.12,   3163.08,NA, 32.10,NA,  2088262,   10.90,SEPA - Low Volume
10101,(Empty),St Andrews - University (2979),2021-09-07,2021-09-08,NA,Positive,   40560,   20123.68,   60997.40,NA,   40560.54,  28902.09,NA, 31.72,NA,  2102629,   21.32,SEPA - Low Volume
10102,(Empty),St Andrews - University (2979),2021-09-09,2021-09-10,NA,Weak Positive,    2287,    1213.33,    3360.00,NA,    2286.67,   1517.92,NA, 37.70,NA,  1903610,    1.09,SEPA - Low Volume
10103,(Empty),St Andrews - University (2979),2021-09-13,2021-09-14,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 43.97,NA,  1742249,    0.00,SEPA - Low Volume
10104,(Empty),St Andrews - University (2979),2021-09-15,2021-09-16,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 37.78,NA,  1901288,    0.00,SEPA - Low Volume
10105,(Empty),St Andrews - University (2979),2021-09-20,2021-09-21,NA,Positive,   17729,   18626.50,   16832.64,NA,   17729.57,   1268.45,NA, 52.91,NA,  1566145,    6.94,SEPA - Low Volume
10106,(Empty),St Andrews - University (2979),2021-09-22,2021-09-23,NA,Weak Positive,     949,    1540.40,     358.47,NA,     949.43,    835.75,NA, 42.89,NA,  1767373,    0.42,SEPA - Low Volume
10107,(Empty),St Andrews - University (2979),2021-09-27,2021-09-29,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 10.90,NA,  3889105,NA,SEPA - Low Volume
10108,(Empty),St Andrews - University (2979),2021-09-29,2021-09-30,NA,Positive,   18475,   11086.45,   25864.56,NA,   18475.50,  10449.70,NA, 21.05,NA,  2662503,   12.30,SEPA - Low Volume
10109,(Empty),St Andrews - University (2979),2021-10-04,2021-10-05,NA,Positive,  819324,  863074.41,  775574.02,NA,  819324.21,  61872.12,NA, 36.23,NA,  1947702,  398.95,SEPA - Low Volume
10110,(Empty),St Andrews - University (2979),2021-10-06,2021-10-07,NA,Positive (DNQ),    7259,    5262.18,    9255.49,NA,    7258.83,   2823.70,NA, 49.66,NA,  1624361,    2.95,SEPA - Low Volume
10111,(Empty),St Andrews - University (2979),2021-10-12,2021-10-13,NA,Weak Positive,    3844,    7688.85,       0.00,NA,    3844.42,   5436.84,NA, 36.15,NA,  1950183,    1.87,SEPA - Low Volume
10112,(Empty),St Andrews - University (2979),2021-10-14,2021-10-15,NA,Weak Positive,    6097,    4144.86,    8049.43,NA,    6097.14,   2760.95,NA, 28.53,NA,  2234933,    3.41,SEPA - Low Volume
10113,(Empty),St Andrews - University (2979),2021-10-27,2021-10-28,NA,Weak Positive,    1392,    2783.22,       0.00,NA,    1391.61,   1968.03,NA, 43.14,NA,  1761469,    0.61,SEPA - Low Volume
10114,(Empty),St Andrews - University (2979),2021-10-29,2021-11-01,NA,Negative,       0,       0.00,       0.00,NA,       0.00,      0.00,NA, 17.36,NA,  2974955,    0.00,SEPA - Low Volume
10115,(Empty),St Andrews - University (2979),2021-11-03,2021-11-04,NA,Positive,   14490,   14160.94,   14819.63,NA,   14490.29,    465.76,NA, 28.12,NA,  2253637,    8.16,SEPA - Low Volume
10116,(Empty),St Andrews - University (2979),2021-11-05,2021-11-08,NA,Positive,   14644,   14545.56,   14742.82,NA,   14644.19,    139.48,NA, 53.78,NA,  1551508,    5.68,SEPA - Low Volume
10117,(Empty),St Andrews - University (2979),2021-11-10,2021-11-11,NA,Positive (DNQ),    9393,    5468.92,   13316.52,NA,    9392.72,   5549.09,NA, 34.41,NA,  2006363,    4.71,SEPA - Low Volume
10118,(Empty),St Andrews - University (2979),2021-11-12,2021-11-15,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 32.21,NA,  2084154,NA,SEPA - Low Volume
10119,(Empty),St Andrews - University (2979),2021-11-17,2021-11-18,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 30.68,NA,  2143375,    0.00,SEPA - Low Volume
10120,(Empty),St Andrews - University (2979),2021-11-19,2021-11-22,NA,Weak Positive,    3441,       0.00,    6881.33,NA,    3440.66,   4865.83,NA, 30.65,NA,  2144582,    1.84,SEPA - Low Volume
10121,(Empty),St Andrews - University (2979),2021-11-24,2021-11-25,NA,Positive (DNQ),    8064,    6680.66,    9447.24,NA,    8063.95,   1956.27,NA, 41.47,NA,  1801967,    3.63,SEPA - Low Volume
10122,(Empty),St Andrews - University (2979),2021-12-08,2021-12-09,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 23.77,NA,  2482587,    0.00,SEPA - Low Volume
10123,(Empty),St Andrews - University (2979),2021-12-10,2021-12-13,NA,Weak Positive,      97,      87.08,     106.57,NA,      96.83,     13.78,NA, 22.09,NA,  2589597,    0.06,SEPA - Low Volume
10124,(Empty),St Andrews - University (2979),2021-12-13,2021-12-14,NA,Positive,   25882,   24785.49,   26980.46,NA,   25882.98,   1552.08,NA, 18.56,NA,  2862647,   18.52,SEPA - Low Volume
10125,(Empty),St Andrews - University (2979),2021-12-17,2021-12-20,NA,Positive,   19781,   21074.11,   18488.30,NA,   19781.20,   1828.45,NA, 20.64,NA,  2692826,   13.32,SEPA - Low Volume
10126,(Empty),St Andrews - University (2979),2022-01-14,2022-01-17,NA,Positive (DNQ),    8487,    7840.15,    9133.07,NA,    8486.61,    914.23,NA, 19.64,NA,  2770931,    5.88,SEPA - Low Volume
10127,(Empty),St Andrews - University (4964),2021-07-26,2021-07-27,NA,Negative,       0,       0.00,       0.00,NA,       0.00,      0.00,NA, 38.60,NA,  1877928,    0.00,SEPA - Low Volume
10128,(Empty),St Andrews - University (4964),2021-07-27,2021-07-28,NA,Weak Positive,    2845,       0.00,    5690.55,NA,    2845.28,   4023.83,NA, 27.93,NA,  2262450,    1.61,SEPA - Low Volume
10129,(Empty),St Andrews - University (4964),2021-07-28,2021-07-29,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 35.91,NA,  1957676,    0.00,SEPA - Low Volume
10130,(Empty),St Andrews - University (4964),2021-07-29,2021-07-30,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 39.34,NA,  1857509,    0.00,SEPA - Low Volume
10131,(Empty),St Andrews - University (4964),2021-07-30,2021-08-02,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 30.05,NA,  2169132,    0.00,SEPA - Low Volume
10132,(Empty),St Andrews - University (4964),2021-08-02,2021-08-03,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 38.92,NA,  1869023,    0.00,SEPA - Low Volume
10133,(Empty),St Andrews - University (4964),2021-08-19,2021-08-20,NA,Weak Positive,    2969,    5938.08,       0.00,NA,    2969.04,   4198.86,NA, 15.01,NA,  3234811,    2.40,SEPA - Low Volume
10134,(Empty),St Andrews - University (4964),2021-08-24,2021-08-25,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 26.71,NA,  2321382,    0.00,SEPA - Low Volume
10135,(Empty),St Andrews - University (4964),2021-08-26,2021-08-30,NA,Positive,   15670,   14867.08,   16473.68,NA,   15670.38,   1136.04,NA, 34.84,NA,  1992069,    7.80,SEPA - Low Volume
10136,(Empty),St Andrews - University (4964),2021-08-30,2021-08-31,NA,Positive,   23478,   31769.43,   15187.44,NA,   23478.44,  11725.24,NA, 22.55,NA,  2559050,   15.02,SEPA - Low Volume
10137,(Empty),St Andrews - University (4964),2021-09-01,2021-09-02,NA,Positive,   14784,   21812.10,    7756.24,NA,   14784.17,   9939.00,NA, 31.83,NA,  2098443,    7.76,SEPA - Low Volume
10138,(Empty),St Andrews - University (4964),2021-09-07,2021-09-08,NA,Positive,   31132,   27514.21,   34750.38,NA,   31132.30,   5116.74,NA, 29.61,NA,  2187631,   17.03,SEPA - Low Volume
10139,(Empty),St Andrews - University (4964),2021-09-09,2021-09-10,NA,Weak Positive,    3267,    2893.33,    3640.00,NA,    3266.67,    527.97,NA, 33.80,NA,  2027131,    1.66,SEPA - Low Volume
10140,(Empty),St Andrews - University (4964),2021-09-13,2021-09-14,NA,Weak Positive,    2742,       0.00,    5484.74,NA,    2742.37,   3878.30,NA, 46.24,NA,  1692481,    1.16,SEPA - Low Volume
10141,(Empty),St Andrews - University (4964),2021-09-15,2021-09-16,NA,Positive,  277211,  291898.33,  262525.35,NA,  277211.84,  20769.83,NA, 47.58,NA,  1664872,  115.38,SEPA - Low Volume
10142,(Empty),St Andrews - University (4964),2021-09-20,2021-09-21,NA,Positive,   76437,   64097.80,   88777.58,NA,   76437.69,  17451.24,NA, 38.57,NA,  1878769,   35.90,SEPA - Low Volume
10143,(Empty),St Andrews - University (4964),2021-09-22,2021-09-23,NA,Positive (DNQ),    7462,    9065.42,    5858.46,NA,    7461.94,   2267.66,NA, 51.46,NA,  1591402,    2.97,SEPA - Low Volume
10144,(Empty),St Andrews - University (4964),2021-09-27,2021-09-29,NA,Positive (DNQ),    6886,    6468.77,    7302.30,NA,    6885.53,    589.39,NA, 18.62,NA,  2857333,    4.92,SEPA - Low Volume
10145,(Empty),St Andrews - University (4964),2021-09-29,2021-09-30,NA,Positive,  100288,  104668.92,   95907.49,NA,  100288.21,   6195.27,NA, 38.76,NA,  1873461,   46.97,SEPA - Low Volume
10146,(Empty),St Andrews - University (4964),2021-10-04,2021-10-05,NA,Positive,   99829,   98608.61,  101049.65,NA,   99829.13,   1726.07,NA, 44.78,NA,  1724034,   43.03,SEPA - Low Volume
10147,(Empty),St Andrews - University (4964),2021-10-06,2021-10-07,NA,Positive,   11513,    9329.69,   13696.54,NA,   11513.12,   3087.83,NA, 35.80,NA,  1961137,    5.64,SEPA - Low Volume
10148,(Empty),St Andrews - University (4964),2021-10-12,2021-10-13,NA,Positive,   26583,   24437.14,   28730.40,NA,   26583.77,   3035.79,NA, 24.96,NA,  2413738,   16.04,SEPA - Low Volume
10149,(Empty),St Andrews - University (4964),2021-10-14,2021-10-15,NA,Positive,   10406,    8934.56,   11879.10,NA,   10406.83,   2082.10,NA, 51.33,NA,  1593721,    4.15,SEPA - Low Volume
10150,(Empty),St Andrews - University (4964),2021-10-27,2021-10-28,NA,Positive,   22204,   26736.55,   17672.25,NA,   22204.40,   6409.43,NA, 47.61,NA,  1664268,    9.24,SEPA - Low Volume
10151,(Empty),St Andrews - University (4964),2021-10-29,2021-11-01,NA,Positive,   23755,   27665.88,   19845.66,NA,   23755.77,   5529.73,NA, 12.41,NA,  3609190,   21.43,SEPA - Low Volume
10152,(Empty),St Andrews - University (4964),2021-11-03,2021-11-04,NA,Positive,   35850,   38394.89,   33305.47,NA,   35850.18,   3598.76,NA, 40.54,NA,  1825651,   16.36,SEPA - Low Volume
10153,(Empty),St Andrews - University (4964),2021-11-05,2021-11-08,NA,Positive,    9577,   15258.24,    3897.75,NA,    9577.99,   8033.08,NA, 49.20,NA,  1633087,    3.91,SEPA - Low Volume
10154,(Empty),St Andrews - University (4964),2021-11-10,2021-11-11,NA,Weak Positive,    2061,       0.00,    4122.35,NA,    2061.17,   2914.94,NA, 47.59,NA,  1664671,    0.86,SEPA - Low Volume
10155,(Empty),St Andrews - University (4964),2021-11-12,2021-11-15,NA,Positive,   24114,   35048.00,   13181.00,NA,   24114.50,  15462.30,NA, 27.87,NA,  2265253,   13.66,SEPA - Low Volume
10156,(Empty),St Andrews - University (4964),2021-11-17,2021-11-18,NA,Positive,  130374,  133067.60,  127681.39,NA,  130374.49,   3808.62,NA, 43.11,NA,  1762175,   57.44,SEPA - Low Volume
10157,(Empty),St Andrews - University (4964),2021-11-19,2021-11-22,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 45.92,NA,  1699261,NA,SEPA - Low Volume
10158,(Empty),St Andrews - University (4964),2021-11-24,2021-11-25,NA,Positive,  108717,  113442.77,  103992.22,NA,  108717.50,   6682.54,NA, 47.87,NA,  1659058,   45.09,SEPA - Low Volume
10159,(Empty),St Andrews - University (4964),2021-12-08,2021-12-09,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 33.98,NA,  2020942,NA,SEPA - Low Volume
10160,(Empty),St Andrews - University (4964),2021-12-10,2021-12-13,NA,Positive (DNQ),    9183,    3325.73,   15041.18,NA,    9183.46,   8284.07,NA, 33.08,NA,  2052418,    4.71,SEPA - Low Volume
10161,(Empty),St Andrews - University (4964),2021-12-13,2021-12-14,NA,Positive,  133333,  146412.23,  120253.88,NA,  133333.05,  18496.75,NA, 30.61,NA,  2146195,   71.54,SEPA - Low Volume
10162,(Empty),St Andrews - University (4964),2021-12-17,2021-12-20,NA,Positive,   11507,   13693.62,    9320.76,NA,   11507.19,   3092.08,NA, 29.97,NA,  2172463,    6.25,SEPA - Low Volume
10163,(Empty),Stevenson,2022-01-26,2022-01-27,NA,Negative,       0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEPA - Low Volume
10164,(Empty),Stevenson,2022-01-28,2022-01-31,NA,Positive,   32791,   41375.82,   24206.34,NA,   32791.08,  12140.65,NA,NA,NA,NA,NA,SEPA - Low Volume
10165,(Empty),Stevenson,2022-01-31,2022-02-01,NA,Positive,   60118,   62628.55,   57609.41,NA,   60118.98,   3549.07,NA,NA,NA,NA,NA,SEPA - Low Volume
10166,(Empty),Stevenston - Stevenston East,2021-04-21,2021-04-26,NA,Positive (DNQ),    2929,    2561.97,    3296.13,NA,    2929.05,    519.13,NA, 36.26,NA,   555228,    1.66,SEPA
10167,(Empty),Stevenston - Stevenston East,2021-04-26,2021-04-27,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 45.99,NA,   484211,    0.00,SEPA
10168,(Empty),Stevenston - Stevenston East,2021-04-30,2021-05-04,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 33.98,NA,   576380,    0.00,SEPA
10169,(Empty),Stevenston - Stevenston East,2021-05-04,2021-05-06,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 12.06,NA,  1046450,    0.00,SEPA
10170,(Empty),Stevenston - Stevenston East,2021-05-06,2021-05-07,NA,Positive (DNQ),    1381,    1355.54,    1407.78,NA,    1381.66,     36.94,NA, 30.24,NA,   616404,    0.87,SEPA
10171,(Empty),Stevenston - Stevenston East,2021-05-12,2021-05-13,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 12.67,NA,  1017140,    0.00,SEPA
10172,(Empty),Stevenston - Stevenston East,2021-05-14,2021-05-17,NA,Positive (DNQ),    1995,    3991.32,       0.00,NA,    1995.66,   2822.29,NA, 38.35,NA,   537600,    1.10,SEPA
10173,(Empty),Stevenston - Stevenston East,2021-05-18,2021-05-19,NA,Weak Positive,    1406,    2812.49,       0.00,NA,    1406.24,   1988.73,NA,NA,NA,NA,    0.93,SEPA
10174,(Empty),Stevenston - Stevenston East,2021-05-20,2021-05-21,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 47.04,NA,   477959,NA,SEPA
10175,(Empty),Stevenston - Stevenston East,2021-05-24,2021-05-25,NA,Positive (DNQ),    2006,    2242.05,    1770.56,NA,    2006.31,    333.39,NA, 43.68,NA,   498793,    1.02,SEPA
10176,(Empty),Stevenston - Stevenston East,2021-05-26,2021-05-28,NA,Positive,  761666,  783904.38,  739427.66,NA,  761666.02,  31449.80,NA, 30.29,NA,   615818,  480.09,SEPA
10177,(Empty),Stevenston - Stevenston East,2021-05-31,2021-06-01,NA,Positive,   25151,   20343.34,   29960.11,NA,   25151.73,   6800.09,NA, 30.30,NA,   615701,   15.85,SEPA
10178,(Empty),Stevenston - Stevenston East,2021-06-02,2021-06-03,NA,Negative,       0,NA,NA,NA,NA,NA,NA, 51.19,NA,   455251,    0.00,SEPA
10179,(Empty),Stevenston - Stevenston East,2021-06-07,2021-06-08,NA,Positive (DNQ),    5929,    6809.75,    5048.39,NA,    5929.07,   1245.47,NA, 41.80,NA,   511588,    3.10,SEPA
10180,(Empty),Stevenston - Stevenston East,2021-06-09,2021-06-10,NA,Positive,   12090,    9584.57,   14595.58,NA,   12090.08,   3543.32,NA, 23.58,NA,   711322,    8.80,SEPA
10181,(Empty),Stevenston - Stevenston East,2021-06-15,2021-06-16,NA,Positive (DNQ),    6624,    5909.26,    7338.20,NA,    6623.73,   1010.41,NA, 37.89,NA,   541348,    3.67,SEPA
10182,(Empty),Stevenston - Stevenston East,2021-06-17,2021-06-18,NA,Positive (DNQ),    2875,    4787.46,     963.44,NA,    2875.45,   2703.99,NA, 28.45,NA,   638443,    1.88,SEPA
10183,(Empty),Stevenston - Stevenston East,2021-06-23,2021-06-24,NA,Positive (DNQ),    7095,    7945.27,    6245.04,NA,    7095.16,   1202.24,NA, 37.97,NA,   540691,    3.93,SEPA
